,datetime_utc,flow_rate,meter,qc_flag,methane_fraction_km,kgh_ch4_km,methane_fraction_su_raw,kgh_ch4_su_raw,methane_fraction_su_normalized,kgh_ch4_su_normalized
7321,2022-11-11 19:00:01,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7322,2022-11-11 19:00:02,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7323,2022-11-11 19:00:03,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7324,2022-11-11 19:00:04,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7325,2022-11-11 19:00:05,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7326,2022-11-11 19:00:06,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7327,2022-11-11 19:00:07,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7328,2022-11-11 19:00:08,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7329,2022-11-11 19:00:09,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7330,2022-11-11 19:00:10,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7331,2022-11-11 19:00:11,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7332,2022-11-11 19:00:12,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7333,2022-11-11 19:00:13,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7334,2022-11-11 19:00:14,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7335,2022-11-11 19:00:15,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7336,2022-11-11 19:00:16,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7337,2022-11-11 19:00:17,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7338,2022-11-11 19:00:18,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7339,2022-11-11 19:00:19,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7340,2022-11-11 19:00:20,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7341,2022-11-11 19:00:21,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7342,2022-11-11 19:00:22,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7343,2022-11-11 19:00:23,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7344,2022-11-11 19:00:24,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7345,2022-11-11 19:00:25,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7346,2022-11-11 19:00:26,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7347,2022-11-11 19:00:27,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7348,2022-11-11 19:00:28,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7349,2022-11-11 19:00:29,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7350,2022-11-11 19:00:30,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7351,2022-11-11 19:00:31,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
7352,2022-11-11 19:00:32,0.0,None,0,0.950741,0.0,1.0,0.0,0.95,0.0
