,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-11-10 17:04:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1,2022-11-10 17:04:01,NA,NA,NA,NA,NA,NA,NA,NA,2
2,2022-11-10 17:04:02,NA,NA,NA,NA,NA,NA,NA,NA,2
3,2022-11-10 17:04:03,NA,NA,NA,NA,NA,NA,NA,NA,2
4,2022-11-10 17:04:04,NA,NA,NA,NA,NA,NA,NA,NA,2
5,2022-11-10 17:04:05,NA,NA,NA,NA,NA,NA,NA,NA,2
6,2022-11-10 17:04:06,NA,NA,NA,NA,NA,NA,NA,NA,2
7,2022-11-10 17:04:07,NA,NA,NA,NA,NA,NA,NA,NA,2
8,2022-11-10 17:04:08,NA,NA,NA,NA,NA,NA,NA,NA,2
9,2022-11-10 17:04:09,NA,NA,NA,NA,NA,NA,NA,NA,2
10,2022-11-10 17:04:10,NA,NA,NA,NA,NA,NA,NA,NA,2
11,2022-11-10 17:04:11,NA,NA,NA,NA,NA,NA,NA,NA,2
12,2022-11-10 17:04:12,NA,NA,NA,NA,NA,NA,NA,NA,2
13,2022-11-10 17:04:13,NA,NA,NA,NA,NA,NA,NA,NA,2
14,2022-11-10 17:04:14,NA,NA,NA,NA,NA,NA,NA,NA,2
15,2022-11-10 17:04:15,NA,NA,NA,NA,NA,NA,NA,NA,2
16,2022-11-10 17:04:16,NA,NA,NA,NA,NA,NA,NA,NA,2
17,2022-11-10 17:04:17,NA,NA,NA,NA,NA,NA,NA,NA,2
18,2022-11-10 17:04:18,NA,NA,NA,NA,NA,NA,NA,NA,2
19,2022-11-10 17:04:19,NA,NA,NA,NA,NA,NA,NA,NA,2
20,2022-11-10 17:04:20,NA,NA,NA,NA,NA,NA,NA,NA,2
21,2022-11-10 17:04:21,NA,NA,NA,NA,NA,NA,NA,NA,2
22,2022-11-10 17:04:22,NA,NA,NA,NA,NA,NA,NA,NA,2
23,2022-11-10 17:04:23,NA,NA,NA,NA,NA,NA,NA,NA,2
24,2022-11-10 17:04:24,NA,NA,NA,NA,NA,NA,NA,NA,2
25,2022-11-10 17:04:25,NA,NA,NA,NA,NA,NA,NA,NA,2
26,2022-11-10 17:04:26,NA,NA,NA,NA,NA,NA,NA,NA,2
27,2022-11-10 17:04:27,NA,NA,NA,NA,NA,NA,NA,NA,2
28,2022-11-10 17:04:28,NA,NA,NA,NA,NA,NA,NA,NA,2
29,2022-11-10 17:04:29,NA,NA,NA,NA,NA,NA,NA,NA,2
30,2022-11-10 17:04:30,NA,NA,NA,NA,NA,NA,NA,NA,2
31,2022-11-10 17:04:31,NA,NA,NA,NA,NA,NA,NA,NA,2
32,2022-11-10 17:04:32,NA,NA,NA,NA,NA,NA,NA,NA,2
33,2022-11-10 17:04:33,NA,NA,NA,NA,NA,NA,NA,NA,2
34,2022-11-10 17:04:34,NA,NA,NA,NA,NA,NA,NA,NA,2
35,2022-11-10 17:04:35,NA,NA,NA,NA,NA,NA,NA,NA,2
36,2022-11-10 17:04:36,NA,NA,NA,NA,NA,NA,NA,NA,2
37,2022-11-10 17:04:37,NA,NA,NA,NA,NA,NA,NA,NA,2
38,2022-11-10 17:04:38,NA,NA,NA,NA,NA,NA,NA,NA,2
39,2022-11-10 17:04:39,NA,NA,NA,NA,NA,NA,NA,NA,2
40,2022-11-10 17:04:40,NA,NA,NA,NA,NA,NA,NA,NA,2
41,2022-11-10 17:04:41,NA,NA,NA,NA,NA,NA,NA,NA,2
42,2022-11-10 17:04:42,NA,NA,NA,NA,NA,NA,NA,NA,2
43,2022-11-10 17:04:43,NA,NA,NA,NA,NA,NA,NA,NA,2
44,2022-11-10 17:04:44,NA,NA,NA,NA,NA,NA,NA,NA,2
45,2022-11-10 17:04:45,NA,NA,NA,NA,NA,NA,NA,NA,2
46,2022-11-10 17:04:46,NA,NA,NA,NA,NA,NA,NA,NA,2
47,2022-11-10 17:04:47,NA,NA,NA,NA,NA,NA,NA,NA,2
48,2022-11-10 17:04:48,NA,NA,NA,NA,NA,NA,NA,NA,2
49,2022-11-10 17:04:49,NA,NA,NA,NA,NA,NA,NA,NA,2
50,2022-11-10 17:04:50,NA,NA,NA,NA,NA,NA,NA,NA,2
51,2022-11-10 17:04:51,NA,NA,NA,NA,NA,NA,NA,NA,2
52,2022-11-10 17:04:52,NA,NA,NA,NA,NA,NA,NA,NA,2
53,2022-11-10 17:04:53,NA,NA,NA,NA,NA,NA,NA,NA,2
54,2022-11-10 17:04:54,NA,NA,NA,NA,NA,NA,NA,NA,2
55,2022-11-10 17:04:55,NA,NA,NA,NA,NA,NA,NA,NA,2
56,2022-11-10 17:04:56,NA,NA,NA,NA,NA,NA,NA,NA,2
57,2022-11-10 17:04:57,NA,NA,NA,NA,NA,NA,NA,NA,2
58,2022-11-10 17:04:58,NA,NA,NA,NA,NA,NA,NA,NA,2
