,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-11-02 15:53:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1,2022-11-02 15:53:01,NA,NA,NA,NA,NA,NA,NA,NA,2
2,2022-11-02 15:53:02,NA,NA,NA,NA,NA,NA,NA,NA,2
3,2022-11-02 15:53:03,NA,NA,NA,NA,NA,NA,NA,NA,2
4,2022-11-02 15:53:04,NA,NA,NA,NA,NA,NA,NA,NA,2
5,2022-11-02 15:53:05,NA,NA,NA,NA,NA,NA,NA,NA,2
6,2022-11-02 15:53:06,NA,NA,NA,NA,NA,NA,NA,NA,2
7,2022-11-02 15:53:07,NA,NA,NA,NA,NA,NA,NA,NA,2
8,2022-11-02 15:53:08,NA,NA,NA,NA,NA,NA,NA,NA,2
9,2022-11-02 15:53:09,NA,NA,NA,NA,NA,NA,NA,NA,2
10,2022-11-02 15:53:10,NA,NA,NA,NA,NA,NA,NA,NA,2
11,2022-11-02 15:53:11,NA,NA,NA,NA,NA,NA,NA,NA,2
12,2022-11-02 15:53:12,NA,NA,NA,NA,NA,NA,NA,NA,2
13,2022-11-02 15:53:13,NA,NA,NA,NA,NA,NA,NA,NA,2
14,2022-11-02 15:53:14,NA,NA,NA,NA,NA,NA,NA,NA,2
15,2022-11-02 15:53:15,NA,NA,NA,NA,NA,NA,NA,NA,2
16,2022-11-02 15:53:16,NA,NA,NA,NA,NA,NA,NA,NA,2
17,2022-11-02 15:53:17,NA,NA,NA,NA,NA,NA,NA,NA,2
18,2022-11-02 15:53:18,NA,NA,NA,NA,NA,NA,NA,NA,2
19,2022-11-02 15:53:19,NA,NA,NA,NA,NA,NA,NA,NA,2
20,2022-11-02 15:53:20,NA,NA,NA,NA,NA,NA,NA,NA,2
21,2022-11-02 15:53:21,NA,NA,NA,NA,NA,NA,NA,NA,2
22,2022-11-02 15:53:22,NA,NA,NA,NA,NA,NA,NA,NA,2
23,2022-11-02 15:53:23,NA,NA,NA,NA,NA,NA,NA,NA,2
24,2022-11-02 15:53:24,NA,NA,NA,NA,NA,NA,NA,NA,2
25,2022-11-02 15:53:25,NA,NA,NA,NA,NA,NA,NA,NA,2
26,2022-11-02 15:53:26,NA,NA,NA,NA,NA,NA,NA,NA,2
27,2022-11-02 15:53:27,NA,NA,NA,NA,NA,NA,NA,NA,2
28,2022-11-02 15:53:28,NA,NA,NA,NA,NA,NA,NA,NA,2
29,2022-11-02 15:53:29,NA,NA,NA,NA,NA,NA,NA,NA,2
30,2022-11-02 15:53:30,NA,NA,NA,NA,NA,NA,NA,NA,2
31,2022-11-02 15:53:31,NA,NA,NA,NA,NA,NA,NA,NA,2
32,2022-11-02 15:53:32,NA,NA,NA,NA,NA,NA,NA,NA,2
33,2022-11-02 15:53:33,NA,NA,NA,NA,NA,NA,NA,NA,2
34,2022-11-02 15:53:34,NA,NA,NA,NA,NA,NA,NA,NA,2
35,2022-11-02 15:53:35,NA,NA,NA,NA,NA,NA,NA,NA,2
36,2022-11-02 15:53:36,NA,NA,NA,NA,NA,NA,NA,NA,2
37,2022-11-02 15:53:37,NA,NA,NA,NA,NA,NA,NA,NA,2
38,2022-11-02 15:53:38,NA,NA,NA,NA,NA,NA,NA,NA,2
39,2022-11-02 15:53:39,NA,NA,NA,NA,NA,NA,NA,NA,2
40,2022-11-02 15:53:40,NA,NA,NA,NA,NA,NA,NA,NA,2
41,2022-11-02 15:53:41,NA,NA,NA,NA,NA,NA,NA,NA,2
42,2022-11-02 15:53:42,NA,NA,NA,NA,NA,NA,NA,NA,2
43,2022-11-02 15:53:43,NA,NA,NA,NA,NA,NA,NA,NA,2
44,2022-11-02 15:53:44,NA,NA,NA,NA,NA,NA,NA,NA,2
45,2022-11-02 15:53:45,NA,NA,NA,NA,NA,NA,NA,NA,2
46,2022-11-02 15:53:46,NA,NA,NA,NA,NA,NA,NA,NA,2
47,2022-11-02 15:53:47,NA,NA,NA,NA,NA,NA,NA,NA,2
48,2022-11-02 15:53:48,NA,NA,NA,NA,NA,NA,NA,NA,2
49,2022-11-02 15:53:49,NA,NA,NA,NA,NA,NA,NA,NA,2
50,2022-11-02 15:53:50,NA,NA,NA,NA,NA,NA,NA,NA,2
51,2022-11-02 15:53:51,NA,NA,NA,NA,NA,NA,NA,NA,2
52,2022-11-02 15:53:52,NA,NA,NA,NA,NA,NA,NA,NA,2
53,2022-11-02 15:53:53,NA,NA,NA,NA,NA,NA,NA,NA,2
54,2022-11-02 15:53:54,NA,NA,NA,NA,NA,NA,NA,NA,2
55,2022-11-02 15:53:55,NA,NA,NA,NA,NA,NA,NA,NA,2
56,2022-11-02 15:53:56,NA,NA,NA,NA,NA,NA,NA,NA,2
57,2022-11-02 15:53:57,NA,NA,NA,NA,NA,NA,NA,NA,2
58,2022-11-02 15:53:58,NA,NA,NA,NA,NA,NA,NA,NA,2
59,2022-11-02 15:53:59,NA,NA,NA,NA,NA,NA,NA,NA,2
60,2022-11-02 15:54:00,NA,NA,NA,NA,NA,NA,NA,NA,2
61,2022-11-02 15:54:01,NA,NA,NA,NA,NA,NA,NA,NA,2
62,2022-11-02 15:54:02,NA,NA,NA,NA,NA,NA,NA,NA,2
63,2022-11-02 15:54:03,NA,NA,NA,NA,NA,NA,NA,NA,2
64,2022-11-02 15:54:04,NA,NA,NA,NA,NA,NA,NA,NA,2
65,2022-11-02 15:54:05,NA,NA,NA,NA,NA,NA,NA,NA,2
66,2022-11-02 15:54:06,NA,NA,NA,NA,NA,NA,NA,NA,2
67,2022-11-02 15:54:07,NA,NA,NA,NA,NA,NA,NA,NA,2
68,2022-11-02 15:54:08,NA,NA,NA,NA,NA,NA,NA,NA,2
69,2022-11-02 15:54:09,NA,NA,NA,NA,NA,NA,NA,NA,2
70,2022-11-02 15:54:10,NA,NA,NA,NA,NA,NA,NA,NA,2
71,2022-11-02 15:54:11,NA,NA,NA,NA,NA,NA,NA,NA,2
72,2022-11-02 15:54:12,NA,NA,NA,NA,NA,NA,NA,NA,2
73,2022-11-02 15:54:13,NA,NA,NA,NA,NA,NA,NA,NA,2
74,2022-11-02 15:54:14,NA,NA,NA,NA,NA,NA,NA,NA,2
75,2022-11-02 15:54:15,NA,NA,NA,NA,NA,NA,NA,NA,2
76,2022-11-02 15:54:16,NA,NA,NA,NA,NA,NA,NA,NA,2
77,2022-11-02 15:54:17,NA,NA,NA,NA,NA,NA,NA,NA,2
78,2022-11-02 15:54:18,NA,NA,NA,NA,NA,NA,NA,NA,2
79,2022-11-02 15:54:19,NA,NA,NA,NA,NA,NA,NA,NA,2
80,2022-11-02 15:54:20,NA,NA,NA,NA,NA,NA,NA,NA,2
81,2022-11-02 15:54:21,NA,NA,NA,NA,NA,NA,NA,NA,2
82,2022-11-02 15:54:22,NA,NA,NA,NA,NA,NA,NA,NA,2
83,2022-11-02 15:54:23,NA,NA,NA,NA,NA,NA,NA,NA,2
84,2022-11-02 15:54:24,NA,NA,NA,NA,NA,NA,NA,NA,2
85,2022-11-02 15:54:25,NA,NA,NA,NA,NA,NA,NA,NA,2
86,2022-11-02 15:54:26,NA,NA,NA,NA,NA,NA,NA,NA,2
87,2022-11-02 15:54:27,NA,NA,NA,NA,NA,NA,NA,NA,2
88,2022-11-02 15:54:28,NA,NA,NA,NA,NA,NA,NA,NA,2
89,2022-11-02 15:54:29,NA,NA,NA,NA,NA,NA,NA,NA,2
90,2022-11-02 15:54:30,NA,NA,NA,NA,NA,NA,NA,NA,2
91,2022-11-02 15:54:31,NA,NA,NA,NA,NA,NA,NA,NA,2
92,2022-11-02 15:54:32,NA,NA,NA,NA,NA,NA,NA,NA,2
93,2022-11-02 15:54:33,NA,NA,NA,NA,NA,NA,NA,NA,2
94,2022-11-02 15:54:34,NA,NA,NA,NA,NA,NA,NA,NA,2
